id,name,shelves,platforms,rating,review,dates,statuses,genres,franchises,developers,publishers,release_date,url,giantbomb_id
57334,Darksiders III,"{""Played"": {""date_added"": ""2020-03-09T14:54:40Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},1,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Darksiders"": {""url"": ""https://www.grouvee.com/games/franchise/1830-darksiders/""}}",{},{},2018-11-27,https://www.grouvee.com/games/57334-darksiders-iii/,59346
38069,The Legend of Zelda: Breath of the Wild,"{""Played"": {""date_added"": ""2018-02-05T08:42:57Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},5,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}}","{""The Legend of Zelda"": {""url"": ""https://www.grouvee.com/games/franchise/412-the-legend-of-zelda/""}}","{""Monolith Software, Inc."": {""url"": ""https://www.grouvee.com/games/?developer=monolith-software-inc""}, ""Nintendo EPD"": {""url"": ""https://www.grouvee.com/games/?developer=nintendo-epd""}, ""SRD Co. Ltd."": {""url"": ""https://www.grouvee.com/games/?developer=srd-co-ltd""}}","{""Nintendo"": {""url"": ""https://www.grouvee.com/games/?publisher=nintendo""}}",2017-03-03,https://www.grouvee.com/games/38069-the-legend-of-zelda-breath-of-the-wild/,41355
26573,Resistance 3,"{""Played"": {""date_added"": ""2017-05-30T06:43:03Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}}","{""Resistance "": {""url"": ""https://www.grouvee.com/games/franchise/1417-resistance/""}}","{""Insomniac Games"": {""url"": ""https://www.grouvee.com/games/?developer=insomniac-games""}}","{""Sony Computer Entertainment America"": {""url"": ""https://www.grouvee.com/games/?publisher=sony-computer-entertainment-america""}}",2011-09-06,https://www.grouvee.com/games/26573-resistance-3/,29021
150,Batman: Arkham Asylum,"{""Played"": {""date_added"": ""2017-05-30T06:34:52Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},5,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}}","{""Batman"": {""url"": ""https://www.grouvee.com/games/franchise/74-batman/""}, ""Batman: Arkham Asylum"": {""url"": ""https://www.grouvee.com/games/franchise/1962-batman-arkham-asylum/""}, ""DC Universe"": {""url"": ""https://www.grouvee.com/games/franchise/75-dc-universe/""}}","{""Rocksteady Studios Ltd"": {""url"": ""https://www.grouvee.com/games/?developer=rocksteady-studios-ltd""}}","{""Eidos Interactive"": {""url"": ""https://www.grouvee.com/games/?publisher=eidos-interactive""}, ""WB Games"": {""url"": ""https://www.grouvee.com/games/?publisher=wb-games""}}",2009-08-25,https://www.grouvee.com/games/150-batman-arkham-asylum/,23245
45101,Fire Emblem Fates,"{""Played"": {""date_added"": ""2017-05-30T06:45:09Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},5,,[],[],"{""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}, ""Strategy"": {""url"": ""https://www.grouvee.com/games/?genre=strategy""}}","{""Fire Emblem"": {""url"": ""https://www.grouvee.com/games/franchise/152-fire-emblem/""}}",{},{},2015-06-25,https://www.grouvee.com/games/45101-fire-emblem-fates/,48580
74778,Astral Chain,"{""Played"": {""date_added"": ""2019-09-27T14:18:52Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}","{""Nintendo Switch"": {""url"": ""https://www.grouvee.com/games/?platform=nintendo-switch""}}",4,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}}",{},{},{},2019-08-30,https://www.grouvee.com/games/74778-astral-chain/,72147
9844,Grand Theft Auto 2,"{""Played"": {""date_added"": ""2017-05-30T06:38:22Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},5,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Driving/Racing"": {""url"": ""https://www.grouvee.com/games/?genre=drivingracing""}}","{""Grand Theft Auto"": {""url"": ""https://www.grouvee.com/games/franchise/845-grand-theft-auto/""}}",{},{},1999-Q3,https://www.grouvee.com/games/9844-grand-theft-auto-2/,10593
78068,Xenoblade Chronicles: Definitive Edition,"{""Played"": {""date_added"": ""2020-10-12T10:19:42Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},3,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Xeno"": {""url"": ""https://www.grouvee.com/games/franchise/2454-xeno/""}, ""Xenoblade"": {""url"": ""https://www.grouvee.com/games/franchise/4276-xenoblade/""}}","{""Monolith Software, Inc."": {""url"": ""https://www.grouvee.com/games/?developer=monolith-software-inc""}}","{""Nintendo"": {""url"": ""https://www.grouvee.com/games/?publisher=nintendo""}}",2020-05-29,https://www.grouvee.com/games/78068-xenoblade-chronicles-definitive-edition/,75084
19393,Flower,"{""Played"": {""date_added"": ""2017-05-30T06:44:11Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},5,,[],[],"{""Puzzle"": {""url"": ""https://www.grouvee.com/games/?genre=puzzle""}}",{},{},{},2009-02-12,https://www.grouvee.com/games/19393-flower/,21120
57913,Starlink: Battle for Atlas,"{""Played"": {""date_added"": ""2019-01-14T10:13:48Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}","{""Nintendo Switch"": {""url"": ""https://www.grouvee.com/games/?platform=nintendo-switch""}}",4,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}}",{},"{""Ubisoft Toronto Studios"": {""url"": ""https://www.grouvee.com/games/?developer=ubisoft-toronto-studios""}}","{""Ubisoft Entertainment"": {""url"": ""https://www.grouvee.com/games/?publisher=ubisoft-entertainment""}}",2018-10-16,https://www.grouvee.com/games/57913-starlink-battle-for-atlas/,59917
33763,Saints Row IV,"{""Played"": {""date_added"": ""2017-05-30T06:35:17Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},3,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}","{""Saints Row"": {""url"": ""https://www.grouvee.com/games/franchise/1077-saints-row/""}}","{""High Voltage Software, Inc."": {""url"": ""https://www.grouvee.com/games/?developer=high-voltage-software-inc""}, ""Volition Incorporated"": {""url"": ""https://www.grouvee.com/games/?developer=volition-incorporated""}}","{""Deep Silver"": {""url"": ""https://www.grouvee.com/games/?publisher=deep-silver""}, ""Spike Chunsoft"": {""url"": ""https://www.grouvee.com/games/?publisher=spike-chunsoft""}}",2013-08-20,https://www.grouvee.com/games/33763-saints-row-iv/,36884
38985,The Legend of Zelda: A Link Between Worlds,"{""Played"": {""date_added"": ""2017-05-30T06:44:42Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},5,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}}","{""The Legend of Zelda"": {""url"": ""https://www.grouvee.com/games/franchise/412-the-legend-of-zelda/""}}","{""Monolith Software, Inc."": {""url"": ""https://www.grouvee.com/games/?developer=monolith-software-inc""}, ""Nintendo EAD"": {""url"": ""https://www.grouvee.com/games/?developer=nintendo-ead""}, ""SRD Co. Ltd."": {""url"": ""https://www.grouvee.com/games/?developer=srd-co-ltd""}}","{""Nintendo"": {""url"": ""https://www.grouvee.com/games/?publisher=nintendo""}}",2013-11-22,https://www.grouvee.com/games/38985-the-legend-of-zelda-a-link-between-worlds/,42402
66999,"Pokémon: Let's Go, Pikachu!/Eevee!","{""Played"": {""date_added"": ""2020-07-07T08:33:43Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},,,[],[],"{""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Pikachu"": {""url"": ""https://www.grouvee.com/games/franchise/3397-pikachu/""}, ""Pok\u00e9mon"": {""url"": ""https://www.grouvee.com/games/franchise/418-pokemon/""}}","{""Game Freak, Inc."": {""url"": ""https://www.grouvee.com/games/?developer=game-freak-inc""}}","{""Nintendo"": {""url"": ""https://www.grouvee.com/games/?publisher=nintendo""}, ""The Pok\u00e9mon Company"": {""url"": ""https://www.grouvee.com/games/?publisher=the-pokemon-company""}}",2018-11-16,https://www.grouvee.com/games/66999-pokemon-lets-go-pikachueevee/,68738
58877,Sakuna: Of Rice And Ruin,"{""Played"": {""date_added"": ""2021-03-22T08:27:23Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}, ""Simulation"": {""url"": ""https://www.grouvee.com/games/?genre=simulation""}}",{},{},{},2020-11-10,https://www.grouvee.com/games/58877-sakuna-of-rice-and-ruin/,60864
37404,Danganronpa 2: Goodbye Despair,"{""Played"": {""date_added"": ""2021-10-26T07:44:50Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/"", ""order"": 324}}",{},3,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}, ""Music/Rhythm"": {""url"": ""https://www.grouvee.com/games/?genre=musicrhythm""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}, ""Visual Novel"": {""url"": ""https://www.grouvee.com/games/?genre=visual-novel""}}","{""Dangan Ronpa"": {""url"": ""https://www.grouvee.com/games/franchise/2418-dangan-ronpa/""}}","{""Spike Chunsoft"": {""url"": ""https://www.grouvee.com/games/?developer=spike-chunsoft""}}","{""NIS America, Inc."": {""url"": ""https://www.grouvee.com/games/?publisher=nis-america-inc""}, ""Spike Chunsoft"": {""url"": ""https://www.grouvee.com/games/?publisher=spike-chunsoft""}}",2012-07-26,https://www.grouvee.com/games/37404-danganronpa-2-goodbye-despair/,40699
37516,Metal Gear Solid V: The Phantom Pain,"{""Played"": {""date_added"": ""2018-09-24T13:33:23Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},3,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}","{""Metal Gear"": {""url"": ""https://www.grouvee.com/games/franchise/323-metal-gear/""}, ""Metal Gear Solid"": {""url"": ""https://www.grouvee.com/games/franchise/1353-metal-gear-solid/""}}","{""Kojima Productions"": {""url"": ""https://www.grouvee.com/games/?developer=kojima-productions""}, ""Kojima Productions Los Angeles "": {""url"": ""https://www.grouvee.com/games/?developer=kojima-productions-los-angeles""}}","{""Konami Corporation"": {""url"": ""https://www.grouvee.com/games/?publisher=konami-corporation""}}",2015-09-01,https://www.grouvee.com/games/37516-metal-gear-solid-v-the-phantom-pain/,40796
44344,Dragon Quest XI: Echoes of an Elusive Age,"{""Played"": {""date_added"": ""2019-12-31T19:42:52Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},5,,[],[],"{""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Dragon Quest"": {""url"": ""https://www.grouvee.com/games/franchise/426-dragon-quest/""}}",{},{},2017-07-29,https://www.grouvee.com/games/44344-dragon-quest-xi-echoes-of-an-elusive-age/,47818
76781,Genshin Impact,"{""Played"": {""date_added"": ""2021-09-02T08:59:34Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/"", ""order"": 308}}",{},2,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}",{},{},{},2020-09-28,https://www.grouvee.com/games/76781-genshin-impact/,73982
46889,Odin Sphere Leifthrasir,"{""Played"": {""date_added"": ""2020-11-24T13:27:55Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}",{},"{""Vanillaware Ltd."": {""url"": ""https://www.grouvee.com/games/?developer=vanillaware-ltd""}}","{""Atlus Co., Ltd."": {""url"": ""https://www.grouvee.com/games/?publisher=atlus-co-ltd""}, ""Atlus U.S.A., Inc."": {""url"": ""https://www.grouvee.com/games/?publisher=atlus-usa-inc""}}",2016-01-14,https://www.grouvee.com/games/46889-odin-sphere-leifthrasir/,50389
37807,Pokémon X/Y,"{""Played"": {""date_added"": ""2017-05-30T06:45:28Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Pok\u00e9mon"": {""url"": ""https://www.grouvee.com/games/franchise/418-pokemon/""}}","{""Game Freak, Inc."": {""url"": ""https://www.grouvee.com/games/?developer=game-freak-inc""}}","{""Nintendo"": {""url"": ""https://www.grouvee.com/games/?publisher=nintendo""}, ""The Pok\u00e9mon Company"": {""url"": ""https://www.grouvee.com/games/?publisher=the-pokemon-company""}}",2013-10-12,https://www.grouvee.com/games/37807-pokemon-xy/,41088
76043,Dreamscaper,"{""Wish List"": {""date_added"": ""2021-10-13T05:20:59Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147654-wish-list/"", ""order"": 57}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Brawler"": {""url"": ""https://www.grouvee.com/games/?genre=brawler""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}",{},{},{},2020-08-14,https://www.grouvee.com/games/76043-dreamscaper/,73300
15542,Shin Megami Tensei: Nocturne,"{""Wish List"": {""date_added"": ""2021-10-18T07:53:02Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147654-wish-list/"", ""order"": 60}}",{},,,[],[],"{""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Megami Tensei"": {""url"": ""https://www.grouvee.com/games/franchise/593-megami-tensei/""}, ""Shin Megami Tensei"": {""url"": ""https://www.grouvee.com/games/franchise/715-shin-megami-tensei/""}}",{},{},2003-02-20,https://www.grouvee.com/games/15542-shin-megami-tensei-nocturne/,16836
19062,Just Cause 2,"{""Played"": {""date_added"": ""2017-05-30T06:38:50Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Driving/Racing"": {""url"": ""https://www.grouvee.com/games/?genre=drivingracing""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}, ""Vehicular Combat"": {""url"": ""https://www.grouvee.com/games/?genre=vehicular-combat""}}","{""Just Cause"": {""url"": ""https://www.grouvee.com/games/franchise/1725-just-cause/""}}","{""Avalanche Studios"": {""url"": ""https://www.grouvee.com/games/?developer=avalanche-studios""}}","{""Eidos Interactive"": {""url"": ""https://www.grouvee.com/games/?publisher=eidos-interactive""}, ""Square Enix"": {""url"": ""https://www.grouvee.com/games/?publisher=square-enix""}, ""Square Enix Ltd."": {""url"": ""https://www.grouvee.com/games/?publisher=square-enix-ltd""}}",2010-03-23,https://www.grouvee.com/games/19062-just-cause-2/,20742
33168,Zero Escape: Virtue's Last Reward,"{""Played"": {""date_added"": ""2017-05-30T11:19:44Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},5,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}, ""Puzzle"": {""url"": ""https://www.grouvee.com/games/?genre=puzzle""}}","{""Zero Escape"": {""url"": ""https://www.grouvee.com/games/franchise/2119-zero-escape/""}}","{""Chunsoft"": {""url"": ""https://www.grouvee.com/games/?developer=chunsoft""}}","{""Aksys Games"": {""url"": ""https://www.grouvee.com/games/?publisher=aksys-games""}, ""Chunsoft"": {""url"": ""https://www.grouvee.com/games/?publisher=chunsoft""}, ""Rising Star Games Ltd."": {""url"": ""https://www.grouvee.com/games/?publisher=rising-star-games-ltd""}}",2012-02-16,https://www.grouvee.com/games/33168-zero-escape-virtues-last-reward/,36237
67,Final Fantasy VIII,"{""Played"": {""date_added"": ""2017-05-30T06:31:18Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Final Fantasy"": {""url"": ""https://www.grouvee.com/games/franchise/87-final-fantasy/""}}",{},{},1999-02-11,https://www.grouvee.com/games/67-final-fantasy-viii/,12277
19035,Bayonetta,"{""Played"": {""date_added"": ""2018-04-06T12:20:01Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},5,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}}","{""Bayonetta"": {""url"": ""https://www.grouvee.com/games/franchise/1803-bayonetta/""}}",{},{},2009-10-29,https://www.grouvee.com/games/19035-bayonetta/,20710
41035,Middle-earth: Shadow of Mordor,"{""Played"": {""date_added"": ""2017-05-30T16:20:22Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}}","{""Middle-earth: Shadow"": {""url"": ""https://www.grouvee.com/games/franchise/3736-middle-earth-shadow/""}, ""The Lord of the Rings"": {""url"": ""https://www.grouvee.com/games/franchise/772-the-lord-of-the-rings/""}}",{},{},2014-09-30,https://www.grouvee.com/games/41035-middle-earth-shadow-of-mordor/,44484
58642,Persona 3: Dancing in Moonlight,"{""Backlog"": {""date_added"": ""2021-09-06T13:40:55Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147652-backlog/"", ""order"": 35}}",{},,,[],[],"{""Music/Rhythm"": {""url"": ""https://www.grouvee.com/games/?genre=musicrhythm""}}","{""Persona"": {""url"": ""https://www.grouvee.com/games/franchise/869-persona/""}, ""Persona 3"": {""url"": ""https://www.grouvee.com/games/franchise/3108-persona-3/""}, ""Persona: Dancing Night"": {""url"": ""https://www.grouvee.com/games/franchise/3870-persona-dancing-night/""}, ""Shin Megami Tensei"": {""url"": ""https://www.grouvee.com/games/franchise/715-shin-megami-tensei/""}}","{""P Studio"": {""url"": ""https://www.grouvee.com/games/?developer=p-studio""}}","{""Atlus Co., Ltd."": {""url"": ""https://www.grouvee.com/games/?publisher=atlus-co-ltd""}}",2018-05-24,https://www.grouvee.com/games/58642-persona-3-dancing-in-moonlight/,60631
18984,Doom,"{""Played"": {""date_added"": ""2017-12-03T17:12:46Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}}","{""Doom"": {""url"": ""https://www.grouvee.com/games/franchise/285-doom/""}}","{""BattleCry Studios"": {""url"": ""https://www.grouvee.com/games/?developer=battlecry-studios""}, ""Certain Affinity"": {""url"": ""https://www.grouvee.com/games/?developer=certain-affinity""}, ""Escalation Studios"": {""url"": ""https://www.grouvee.com/games/?developer=escalation-studios""}, ""id Software"": {""url"": ""https://www.grouvee.com/games/?developer=id-software""}, ""Panic Button"": {""url"": ""https://www.grouvee.com/games/?developer=panic-button""}}","{""Bethesda Softworks"": {""url"": ""https://www.grouvee.com/games/?publisher=bethesda-softworks""}, ""Zenimax Media Inc"": {""url"": ""https://www.grouvee.com/games/?publisher=zenimax-media-inc""}}",2016-05-13,https://www.grouvee.com/games/18984-doom/,20654
73916,Ys IX: Monstrum Nox,"{""Backlog"": {""date_added"": ""2021-07-08T09:29:01Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147652-backlog/""}}",{},,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Ys"": {""url"": ""https://www.grouvee.com/games/franchise/352-ys/""}}",{},{},2019-09-26,https://www.grouvee.com/games/73916-ys-ix-monstrum-nox/,71421
60377,Forager,"{""Played"": {""date_added"": ""2021-05-21T07:52:10Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},3,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}",{},{},{},2019-04-18,https://www.grouvee.com/games/60377-forager/,62313
57547,Far Cry 5,"{""Played"": {""date_added"": ""2020-05-11T09:00:50Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}}","{""Far Cry"": {""url"": ""https://www.grouvee.com/games/franchise/139-far-cry/""}}","{""Ubisoft Montreal Studios"": {""url"": ""https://www.grouvee.com/games/?developer=ubisoft-montreal-studios""}}","{""Ubisoft Entertainment"": {""url"": ""https://www.grouvee.com/games/?publisher=ubisoft-entertainment""}}",2018-03-27,https://www.grouvee.com/games/57547-far-cry-5/,59557
51687,Death Stranding,"{""Played"": {""date_added"": ""2019-12-31T19:43:13Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}}",{},"{""Kojima Productions"": {""url"": ""https://www.grouvee.com/games/?developer=kojima-productions""}}","{""Sony Interactive Entertainment"": {""url"": ""https://www.grouvee.com/games/?publisher=sony-interactive-entertainment""}}",2019-11-08,https://www.grouvee.com/games/51687-death-stranding/,54232
74542,Subnautica: Below Zero,"{""Backlog"": {""date_added"": ""2021-05-21T07:52:57Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147652-backlog/""}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""Subnautica"": {""url"": ""https://www.grouvee.com/games/franchise/4931-subnautica/""}}",{},{},2019-01-30,https://www.grouvee.com/games/74542-subnautica-below-zero/,71937
47631,Resident Evil 2,"{""Played"": {""date_added"": ""2020-05-11T09:00:22Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},5,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}","{""Resident Evil"": {""url"": ""https://www.grouvee.com/games/franchise/213-resident-evil/""}}","{""Capcom"": {""url"": ""https://www.grouvee.com/games/?developer=capcom""}}","{""Capcom"": {""url"": ""https://www.grouvee.com/games/?publisher=capcom""}}",2019-01-25,https://www.grouvee.com/games/47631-resident-evil-2/,50601
18891,Ninja Gaiden II,"{""Backlog"": {""date_added"": ""2021-09-06T13:45:40Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147652-backlog/"", ""order"": 43}}","{""Xbox 360"": {""url"": ""https://www.grouvee.com/games/?platform=xbox-360""}}",,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}}","{""Ninja Gaiden"": {""url"": ""https://www.grouvee.com/games/franchise/551-ninja-gaiden/""}}","{""Team Ninja"": {""url"": ""https://www.grouvee.com/games/?developer=team-ninja""}}","{""Microsoft Studios"": {""url"": ""https://www.grouvee.com/games/?publisher=microsoft-studios""}, ""Tecmo"": {""url"": ""https://www.grouvee.com/games/?publisher=tecmo""}}",2008-06-03,https://www.grouvee.com/games/18891-ninja-gaiden-ii/,20553
85117,Monster Hunter Rise,"{""Played"": {""date_added"": ""2021-05-21T07:52:16Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Monster Hunter"": {""url"": ""https://www.grouvee.com/games/franchise/1583-monster-hunter/""}}",{},{},2021-03-26,https://www.grouvee.com/games/85117-monster-hunter-rise/,80644
56445,Dead Cells,"{""Played"": {""date_added"": ""2018-10-09T11:44:29Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}",{},{},{},2017-05-10,https://www.grouvee.com/games/56445-dead-cells/,58490
121,Assassin's Creed,"{""Played"": {""date_added"": ""2017-05-30T06:36:41Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},4,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}","{""Assassin's Creed"": {""url"": ""https://www.grouvee.com/games/franchise/769-assassins-creed/""}}","{""Ubisoft Montreal Studios"": {""url"": ""https://www.grouvee.com/games/?developer=ubisoft-montreal-studios""}}","{""Ubisoft Entertainment"": {""url"": ""https://www.grouvee.com/games/?publisher=ubisoft-entertainment""}}",2007-11-13,https://www.grouvee.com/games/121-assassins-creed/,2950
83944,Far Cry 6,"{""Wish List"": {""date_added"": ""2021-10-06T18:01:19Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147654-wish-list/"", ""order"": 55}}",{},,,[],[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}}","{""Far Cry"": {""url"": ""https://www.grouvee.com/games/franchise/139-far-cry/""}}",{},{},2021-10-07,https://www.grouvee.com/games/83944-far-cry-6/,79650
60062,God Eater 3,"{""Played"": {""date_added"": ""2020-11-10T09:19:52Z"", ""url"": ""https://www.grouvee.com/user/praGmatic/shelves/147651-played/""}}",{},3,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""God Eater"": {""url"": ""https://www.grouvee.com/games/franchise/2116-god-eater/""}}","{""FlightUNIT"": {""url"": ""https://www.grouvee.com/games/?developer=flightunit""}, ""Marvelous AQL"": {""url"": ""https://www.grouvee.com/games/?developer=marvelous-aql""}}","{""Namco Bandai Games Inc."": {""url"": ""https://www.grouvee.com/games/?publisher=namco-bandai-games-inc""}}",2019-02-07,https://www.grouvee.com/games/60062-god-eater-3/,62005
